Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2023-10-12,2.54455,2.55139,2.53927,2.54831
2023-10-13,2.54696,2.55229,2.52998,2.53477
2023-10-16,2.57601,2.59859,2.55626,2.58871
2023-10-17,2.58889,2.63175,2.58528,2.62081
2023-10-18,2.62111,2.62467,2.59925,2.60992
2023-10-19,2.61229,2.62952,2.61022,2.61252
2023-10-20,2.61302,2.62987,2.61131,2.62543
2023-10-23,2.62815,2.65225,2.62635,2.64787
2023-10-24,2.64748,2.65545,2.63855,2.65142
2023-10-25,2.65117,2.65561,2.63509,2.64352
2023-10-26,2.64386,2.66422,2.6411,2.65525
2023-10-27,2.65518,2.6599,2.64107,2.6461
2023-10-30,2.64325,2.66273,2.64037,2.65929
2023-10-31,2.65926,2.67564,2.64924,2.65303
2023-11-01,2.653,2.6567,2.63695,2.64397
2023-11-02,2.64395,2.6749,2.63703,2.66529
2023-11-03,2.66529,2.67732,2.65603,2.65689
2023-11-06,2.65905,2.66465,2.64623,2.65785
2023-11-07,2.65835,2.68859,2.65553,2.6856
2023-11-08,2.68559,2.70242,2.67036,2.69426
2023-11-09,2.69529,2.70163,2.6717,2.69983
2023-11-10,2.69941,2.70025,2.67582,2.68111
2023-11-13,2.6838,2.68985,2.67534,2.67862
2023-11-14,2.67827,2.71274,2.67629,2.69041
2023-11-15,2.69047,2.69336,2.66368,2.66993
2023-11-16,2.66978,2.71903,2.66549,2.71133
2023-11-17,2.71122,2.71844,2.68357,2.6889
2023-11-20,2.68825,2.69546,2.68001,2.69238
2023-11-21,2.69296,2.696,2.66117,2.66513
2023-11-22,2.66511,2.69161,2.65986,2.68417
2023-11-23,2.68422,2.69362,2.67574,2.68819
2023-11-24,2.6878,2.69432,2.67367,2.68296
2023-11-27,2.68314,2.69478,2.6777,2.67956
2023-11-28,2.67958,2.70887,2.67606,2.7029
2023-11-29,2.70319,2.70729,2.68684,2.69219
2023-11-30,2.69188,2.7078,2.68041,2.70321
2023-12-01,2.70311,2.70534,2.67594,2.68484
2023-12-04,2.68027,2.71582,2.67442,2.71218
2023-12-05,2.71222,2.72981,2.70731,2.72789
2023-12-06,2.72723,2.735,2.71699,2.72929
2023-12-07,2.72934,2.73263,2.70382,2.71232
2023-12-08,2.71257,2.71398,2.69897,2.70637
2023-12-11,2.71117,2.72476,2.70614,2.72169
2023-12-12,2.72231,2.73688,2.70859,2.73448
2023-12-13,2.73439,2.74448,2.71732,2.72559
2023-12-14,2.72568,2.73029,2.66031,2.68144
2023-12-15,2.68261,2.68261,2.62798,2.62859
2023-12-18,2.64483,2.64521,2.60751,2.62648
2023-12-19,2.62641,2.63016,2.59675,2.60819
2023-12-20,2.60893,2.61316,2.5952,2.6096
2023-12-21,2.60719,2.61881,2.59196,2.61242
2023-12-22,2.61329,2.6178,2.58255,2.59434
2023-12-26,2.58724,2.60889,2.58139,2.58866
2023-12-27,2.5888,2.59998,2.58012,2.59783
2023-12-28,2.59779,2.60977,2.58546,2.6018
2023-12-29,2.60154,2.60384,2.57427,2.58234
2024-01-02,2.58554,2.59884,2.57243,2.58979
2024-01-03,2.58951,2.60434,2.58222,2.59541
2024-01-04,2.59592,2.60458,2.5876,2.59323
2024-01-05,2.59335,2.60598,2.58495,2.5905
2024-01-08,2.60108,2.62665,2.58854,2.61741
2024-01-09,2.61846,2.62451,2.59972,2.60757
2024-01-10,2.60803,2.61897,2.59669,2.61662
2024-01-11,2.61663,2.62233,2.59569,2.60158
2024-01-12,2.60131,2.60131,2.58069,2.58544
2024-01-15,2.58621,2.59755,2.58066,2.59205
2024-01-16,2.59226,2.59807,2.57967,2.58955
2024-01-17,2.5936,2.60505,2.58942,2.60485
2024-01-18,2.60566,2.61227,2.59216,2.61069
2024-01-19,2.61042,2.62725,2.59482,2.62553
2024-01-22,2.62252,2.63504,2.61599,2.62266
2024-01-23,2.62378,2.62732,2.5949,2.59685
2024-01-24,2.59664,2.61358,2.59512,2.60276
2024-01-25,2.60168,2.60497,2.58543,2.588
2024-01-26,2.58886,2.59522,2.58155,2.58885
2024-01-29,2.58873,2.59197,2.57912,2.58894
2024-01-30,2.58913,2.61162,2.57856,2.60316
2024-01-31,2.60234,2.62788,2.59864,2.62676
2024-02-01,2.62707,2.63389,2.61639,2.62961
2024-02-02,2.62953,2.65478,2.62515,2.65381
2024-02-05,2.65264,2.6558,2.63064,2.64484
2024-02-06,2.64503,2.64848,2.61678,2.62032
2024-02-07,2.62179,2.63048,2.61423,2.62568
2024-02-08,2.62558,2.64896,2.62288,2.64584
2024-02-09,2.64647,2.65486,2.62825,2.62842
2024-02-12,2.63235,2.63804,2.61728,2.62559
2024-02-13,2.62545,2.64004,2.60491,2.63866
2024-02-14,2.63768,2.63859,2.60739,2.6166
2024-02-15,2.6171,2.62066,2.6087,2.61258
2024-02-16,2.61241,2.61733,2.60564,2.60908
2024-02-19,2.61646,2.61646,2.60669,2.61422
2024-02-20,2.61433,2.6291,2.60931,2.62576
2024-02-21,2.62557,2.63288,2.6178,2.62678
2024-02-22,2.62618,2.63239,2.61765,2.63103
2024-02-23,2.63025,2.64938,2.62537,2.64778
2024-02-26,2.63912,2.65706,2.6356,2.64801
2024-02-27,2.64804,2.65523,2.64412,2.65218
2024-02-28,2.65221,2.6705,2.6507,2.65244
2024-02-29,2.65236,2.66734,2.64889,2.65891
2024-03-01,2.65894,2.66547,2.63752,2.64229
2024-03-04,2.64057,2.65676,2.63852,2.65526
2024-03-05,2.65493,2.66686,2.64624,2.66499
2024-03-06,2.6652,2.67145,2.65703,2.66175
2024-03-07,2.66186,2.66306,2.64126,2.64822
2024-03-08,2.64827,2.65293,2.63141,2.65213
2024-03-11,2.65012,2.6774,2.6493,2.66653
2024-03-12,2.66693,2.68561,2.66463,2.67872
2024-03-13,2.67889,2.68476,2.67349,2.68038
2024-03-14,2.68038,2.68354,2.6683,2.67942
2024-03-15,2.6794,2.69173,2.67828,2.68728
2024-03-18,2.6902,2.69035,2.67193,2.67878
2024-03-19,2.67878,2.69095,2.67367,2.6807
2024-03-20,2.68073,2.68475,2.67312,2.6769
2024-03-21,2.6768,2.69495,2.66372,2.69133
2024-03-22,2.69131,2.69853,2.68604,2.69024
2024-03-25,2.68559,2.69878,2.6841,2.69578
2024-03-26,2.69557,2.70501,2.69182,2.70288
2024-03-27,2.70284,2.71265,2.69786,2.70749
2024-03-28,2.70751,2.72241,2.70335,2.71986
2024-04-01,2.7199,2.74895,2.71254,2.74064
2024-04-02,2.74078,2.74346,2.71899,2.72564
2024-04-03,2.72505,2.72597,2.70326,2.70776
2024-04-04,2.70799,2.71536,2.69586,2.71018
2024-04-05,2.70996,2.72004,2.70608,2.71689
2024-04-08,2.71824,2.72465,2.70641,2.7218
2024-04-09,2.72175,2.72767,2.71366,2.72068
2024-04-10,2.72052,2.73313,2.71085,2.72884
2024-04-11,2.7283,2.73309,2.71692,2.73006
2024-04-12,2.73009,2.73009,2.70144,2.70646
2024-04-15,2.70739,2.72249,2.69809,2.70215
2024-04-16,2.70211,2.70423,2.66834,2.67246
2024-04-17,2.67267,2.7098,2.669,2.7062
2024-04-18,2.70495,2.72268,2.70057,2.71163
2024-04-19,2.71197,2.72584,2.691,2.72412
2024-04-22,2.72477,2.73173,2.71041,2.71142
2024-04-23,2.71127,2.72456,2.70242,2.71043
2024-04-24,2.7098,2.71947,2.70264,2.71172
2024-04-25,2.71128,2.72702,2.71096,2.72343
2024-04-26,2.72339,2.73311,2.71975,2.73147
2024-04-29,2.72871,2.73534,2.72029,2.73076
2024-04-30,2.73091,2.74454,2.72936,2.73442
2024-05-01,2.73339,2.73914,2.72615,2.73153
2024-05-02,2.73275,2.7417,2.71926,2.72152
2024-05-03,2.7218,2.72397,2.69765,2.70432
2024-05-06,2.70473,2.71134,2.69408,2.70817
2024-05-07,2.70912,2.72548,2.70562,2.72278
2024-05-08,2.72339,2.73031,2.71936,2.7258
2024-05-09,2.72606,2.73642,2.72314,2.72959
2024-05-10,2.72943,2.73029,2.70977,2.71223
2024-05-13,2.72654,2.733,2.7156,2.72395
2024-05-14,2.72438,2.744,2.72038,2.73799
2024-05-15,2.7378,2.74021,2.72136,2.72518
2024-05-16,2.72489,2.73264,2.72059,2.72952
2024-05-17,2.72986,2.73106,2.72299,2.72492
2024-05-20,2.7262,2.73461,2.71965,2.7323
2024-05-21,2.73165,2.73766,2.7164,2.72475
2024-05-22,2.72478,2.72684,2.70962,2.71474
2024-05-23,2.71404,2.71884,2.69806,2.70674
2024-05-24,2.70654,2.70862,2.68923,2.70031
2024-05-27,2.70005,2.7036,2.67193,2.67561
2024-05-28,2.67787,2.68691,2.67211,2.68401
2024-05-29,2.68464,2.6885,2.67156,2.67558
2024-05-30,2.67535,2.67787,2.65786,2.66698
2024-05-31,2.66687,2.67594,2.65989,2.66429
2024-06-03,2.66491,2.67008,2.65385,2.66752
2024-06-04,2.66741,2.67934,2.6651,2.66743
2024-06-05,2.66812,2.68287,2.65881,2.67995
2024-06-06,2.67995,2.69198,2.67031,2.68419
2024-06-07,2.68416,2.68755,2.67367,2.68173
2024-06-10,2.67616,2.68669,2.64682,2.6484
2024-06-11,2.64862,2.65514,2.63686,2.64893
2024-06-12,2.64822,2.64993,2.6255,2.64023
2024-06-13,2.64009,2.65039,2.6281,2.63193
2024-06-14,2.63215,2.6364,2.60514,2.60943
2024-06-17,2.61331,2.63767,2.60907,2.63447
2024-06-18,2.6346,2.63639,2.61859,2.62156
2024-06-19,2.62094,2.62676,2.61157,2.6258
2024-06-20,2.62579,2.63052,2.60366,2.60937
2024-06-21,2.60891,2.61445,2.59962,2.61334
2024-06-24,2.61134,2.64178,2.60743,2.63662
2024-06-25,2.63706,2.64613,2.62855,2.64445
2024-06-26,2.64405,2.64909,2.63408,2.64262
2024-06-27,2.64374,2.64861,2.63786,2.64614
2024-06-28,2.64607,2.65408,2.64047,2.65244
2024-07-01,2.64628,2.66796,2.64394,2.65126
2024-07-02,2.65148,2.66678,2.6406,2.66074
2024-07-03,2.65988,2.66823,2.64634,2.64813
2024-07-04,2.64827,2.66969,2.6466,2.66424
2024-07-05,2.6641,2.67556,2.66353,2.669
2024-07-08,2.67939,2.69374,2.65786,2.6899
2024-07-09,2.68994,2.70181,2.68799,2.69149
2024-07-10,2.69136,2.73165,2.6897,2.72302
2024-07-11,2.72417,2.75751,2.71894,2.73306
2024-07-12,2.73341,2.75374,2.72926,2.75013
2024-07-15,2.74776,2.77171,2.7449,2.76606
2024-07-16,2.76631,2.77488,2.74465,2.74771
2024-07-17,2.7479,2.75354,2.72548,2.73418
2024-07-18,2.73313,2.74946,2.72963,2.74286
2024-07-19,2.74286,2.77695,2.74251,2.77195
2024-07-22,2.76771,2.79557,2.76394,2.79092
2024-07-23,2.78897,2.80266,2.78796,2.79424
2024-07-24,2.79421,2.8037,2.77916,2.78267
2024-07-25,2.78303,2.81293,2.78051,2.7912
2024-07-26,2.79132,2.80648,2.78489,2.7988
2024-07-29,2.80028,2.80035,2.77054,2.77306
2024-07-30,2.77275,2.78275,2.7594,2.76248
2024-07-31,2.76219,2.76608,2.74652,2.75406
2024-08-01,2.7553,2.75617,2.73056,2.74909
2024-08-02,2.74879,2.79081,2.74279,2.78252
2024-08-05,2.77728,2.82154,2.77652,2.8057
2024-08-06,2.80584,2.80659,2.76036,2.77037
2024-08-07,2.77027,2.77192,2.71812,2.72845
2024-08-08,2.72823,2.75263,2.72359,2.74024
2024-08-09,2.73856,2.74248,2.729,2.73218
2024-08-12,2.73109,2.74653,2.7264,2.74285
2024-08-13,2.74264,2.75507,2.73752,2.75276
2024-08-14,2.75267,2.75596,2.73308,2.74808
2024-08-15,2.74831,2.75837,2.73977,2.74962
2024-08-16,2.74949,2.7708,2.74604,2.76218
2024-08-19,2.75832,2.76482,2.73698,2.74121
2024-08-20,2.74021,2.74588,2.72464,2.73052
2024-08-21,2.73074,2.74021,2.72272,2.736
2024-08-22,2.73594,2.75143,2.73165,2.75059
2024-08-23,2.75047,2.76203,2.74276,2.74518
2024-08-26,2.7489,2.76227,2.73444,2.74886
2024-08-27,2.74883,2.75337,2.72518,2.73092
2024-08-28,2.73081,2.73458,2.71454,2.72027
2024-08-29,2.72044,2.72349,2.70733,2.71352
2024-08-30,2.71339,2.74577,2.71173,2.73792
2024-09-02,2.72957,2.74802,2.72808,2.74578
2024-09-03,2.74593,2.76123,2.74211,2.75779
2024-09-04,2.75733,2.77709,2.7442,2.75723
2024-09-05,2.75694,2.76525,2.75048,2.75951
2024-09-06,2.75999,2.77923,2.75057,2.77572
2024-09-09,2.77592,2.80246,2.76989,2.79696
2024-09-10,2.79754,2.80562,2.77418,2.79236
2024-09-11,2.79264,2.79828,2.77771,2.78834
2024-09-12,2.78813,2.79215,2.76732,2.76964
2024-09-13,2.76871,2.77214,2.75536,2.75832
2024-09-16,2.76793,2.77296,2.74951,2.75576
2024-09-17,2.75596,2.76825,2.74631,2.75781
2024-09-18,2.75736,2.76602,2.74454,2.75731
2024-09-19,2.75717,2.75954,2.72648,2.73861
2024-09-20,2.7384,2.75189,2.73337,2.74191
2024-09-23,2.74359,2.74531,2.72585,2.73135
2024-09-24,2.7308,2.73503,2.71894,2.73213
2024-09-25,2.73224,2.75984,2.73201,2.75863
2024-09-26,2.75919,2.76994,2.74465,2.75328
2024-09-27,2.75338,2.76007,2.73981,2.74239
2024-09-30,2.74464,2.75534,2.73912,2.74283
2024-10-01,2.74283,2.75352,2.73019,2.7377
2024-10-02,2.73755,2.7416,2.7119,2.71901
2024-10-03,2.71881,2.72839,2.71377,2.71665
2024-10-04,2.7157,2.71859,2.70212,2.70813
2024-10-07,2.71327,2.71728,2.69317,2.70416
2024-10-08,2.70166,2.738,2.70064,2.73156
2024-10-09,2.73167,2.75799,2.72916,2.75405
2024-10-10,2.75402,2.75466,2.7258,2.73245
2024-10-11,2.73288,2.74019,2.72537,2.72556
2024-10-14,2.72311,2.74567,2.72217,2.74217
2024-10-15,2.74289,2.75534,2.73837,2.74458
2024-10-16,2.74416,2.76577,2.7409,2.75745
2024-10-17,2.75732,2.76437,2.73819,2.74789
2024-10-18,2.74784,2.76076,2.73389,2.7574
2024-10-21,2.75353,2.76141,2.73778,2.7418
2024-10-22,2.74193,2.74845,2.72531,2.72853
2024-10-23,2.72966,2.73465,2.71785,2.72739
2024-10-24,2.72745,2.72808,2.71533,2.72629
2024-10-25,2.72612,2.72828,2.71779,2.72467
2024-10-28,2.72831,2.74284,2.72703,2.73348
2024-10-29,2.73349,2.73549,2.71906,2.73224
2024-10-30,2.7326,2.73711,2.72707,2.73311
2024-10-31,2.73309,2.75495,2.72987,2.7497
2024-11-01,2.7496,2.75578,2.73967,2.74676
2024-11-04,2.74683,2.75999,2.7415,2.74957
2024-11-05,2.74955,2.75164,2.73467,2.74841
2024-11-06,2.7487,2.75094,2.72097,2.72939
2024-11-07,2.72944,2.73421,2.71191,2.72232
2024-11-08,2.72238,2.73288,2.71616,2.72519
2024-11-11,2.72786,2.72786,2.69336,2.70029
2024-11-12,2.69927,2.70575,2.69224,2.70388
2024-11-13,2.70262,2.71375,2.69849,2.71163
2024-11-14,2.71157,2.71826,2.70351,2.71668
2024-11-15,2.71651,2.72334,2.70314,2.70668
2024-11-18,2.70018,2.71271,2.69891,2.7015
2024-11-19,2.70268,2.70393,2.68095,2.68513
2024-11-20,2.68521,2.69206,2.68129,2.68929
2024-11-21,2.68829,2.69273,2.66812,2.66944
2024-11-22,2.66845,2.67728,2.65938,2.66064
2024-11-25,2.66097,2.70351,2.65761,2.69906
2024-11-26,2.69904,2.72213,2.69015,2.71791
2024-11-27,2.71821,2.72722,2.70765,2.71647
2024-11-28,2.71637,2.71967,2.69986,2.7089
2024-11-29,2.70914,2.72375,2.7034,2.71891
2024-12-02,2.71322,2.72516,2.71099,2.71962
2024-12-03,2.71923,2.72486,2.7033,2.70733
2024-12-04,2.70687,2.71943,2.69875,2.71545
2024-12-05,2.71547,2.74249,2.71323,2.73944
2024-12-06,2.73981,2.76458,2.73636,2.76306
2024-12-09,2.75815,2.76482,2.75212,2.75821
2024-12-10,2.75837,2.76449,2.73903,2.7567
2024-12-11,2.75684,2.76161,2.73858,2.73921
2024-12-12,2.73918,2.74203,2.72297,2.73636
2024-12-13,2.73638,2.74847,2.72551,2.74553
2024-12-16,2.74479,2.76037,2.74337,2.75502
2024-12-17,2.75506,2.76144,2.74921,2.75032
2024-12-18,2.75001,2.76916,2.74983,2.76113
2024-12-19,2.76105,2.78865,2.75711,2.78601
2024-12-20,2.78508,2.79306,2.76498,2.77355
2024-12-23,2.77058,2.77558,2.75689,2.76909
2024-12-24,2.7697,2.78041,2.76441,2.77162
2024-12-26,2.77228,2.78681,2.7675,2.78318
2024-12-27,2.78376,2.78685,2.76507,2.77202
2024-12-30,2.77187,2.78258,2.75437,2.75784
2024-12-31,2.75827,2.76362,2.74731,2.75623
2025-01-02,2.75432,2.76006,2.73043,2.73557
2025-01-03,2.7349,2.74826,2.73369,2.74186
2025-01-06,2.73841,2.76268,2.73735,2.75851
2025-01-07,2.75806,2.76669,2.75053,2.75805
2025-01-08,2.75755,2.75763,2.74079,2.75175
2025-01-09,2.75083,2.75831,2.74574,2.75425
2025-01-10,2.75422,2.76385,2.74353,2.75543
2025-01-13,2.75286,2.75347,2.73891,2.74052
2025-01-14,2.74061,2.75174,2.73208,2.74861
2025-01-15,2.74714,2.7515,2.73499,2.73663
2025-01-16,2.73798,2.74674,2.73439,2.74352
2025-01-17,2.74257,2.76541,2.74107,2.76164
2025-01-20,2.75775,2.77382,2.75531,2.76848
2025-01-21,2.76854,2.78258,2.76441,2.77048
2025-01-22,2.77044,2.78357,2.76497,2.77953
2025-01-23,2.77955,2.79336,2.7767,2.78884
2025-01-24,2.78678,2.79603,2.78265,2.78985
2025-01-27,2.78999,2.8034,2.78686,2.79959
2025-01-28,2.79965,2.8048,2.7924,2.79977
2025-01-29,2.79993,2.8054,2.79204,2.80015
2025-01-30,2.79997,2.8083,2.79309,2.79916
2025-01-31,2.79936,2.80251,2.78214,2.78337
2025-02-03,2.78315,2.7855,2.76438,2.77512
2025-02-04,2.77547,2.78228,2.76713,2.77359
2025-02-05,2.77385,2.78518,2.76574,2.78048
2025-02-06,2.77997,2.78922,2.76779,2.7803
2025-02-07,2.77873,2.78244,2.76752,2.76974
2025-02-10,2.77593,2.77707,2.75853,2.764
2025-02-11,2.7634,2.78332,2.75952,2.77991
2025-02-12,2.7797,2.81371,2.77943,2.80546
2025-02-13,2.80471,2.82131,2.79202,2.79653
2025-02-14,2.79594,2.80744,2.79181,2.80429
2025-02-17,2.79991,2.80548,2.79563,2.79841
2025-02-18,2.79856,2.81836,2.79445,2.80891
2025-02-19,2.80873,2.81237,2.7724,2.77979
2025-02-20,2.77888,2.8023,2.77156,2.79933
2025-02-21,2.79944,2.80175,2.78712,2.80056
2025-02-24,2.79547,2.81529,2.79518,2.80896
2025-02-25,2.80756,2.82363,2.80647,2.82195
2025-02-26,2.82126,2.83197,2.81619,2.82569
2025-02-27,2.82617,2.83416,2.80583,2.8079
2025-02-28,2.808,2.82815,2.78167,2.78489
2025-03-03,2.79675,2.82461,2.7862,2.82263
2025-03-04,2.82263,2.8399,2.81919,2.82588
2025-03-05,2.82526,2.85317,2.82395,2.83347
2025-03-06,2.832,2.83868,2.80392,2.81407
2025-03-07,2.81517,2.83105,2.80704,2.81872
2025-03-10,2.82377,2.8278,2.77494,2.77721
2025-03-11,2.77702,2.78484,2.76374,2.76911
2025-03-12,2.76918,2.77801,2.75968,2.76462
2025-03-13,2.76462,2.77545,2.75663,2.77151
2025-03-14,2.77242,2.79317,2.76554,2.76658
2025-03-17,2.76631,2.77277,2.74713,2.75117
2025-03-18,2.75115,2.76711,2.74424,2.76483
2025-03-19,2.76611,2.76625,2.74491,2.74849
2025-03-20,2.74866,2.75992,2.72926,2.73062
2025-03-21,2.73064,2.73141,2.71297,2.71955
2025-03-24,2.72262,2.72858,2.71284,2.72729
2025-03-25,2.72723,2.7297,2.71055,2.72522
2025-03-26,2.72517,2.72607,2.70622,2.7121
2025-03-27,2.71197,2.71835,2.69885,2.70651
2025-03-28,2.70668,2.72062,2.70057,2.71951
2025-03-31,2.71577,2.73077,2.71283,2.71538
2025-04-01,2.71521,2.71908,2.69617,2.69978
2025-04-02,2.69978,2.71413,2.68977,2.69948
2025-04-03,2.7003,2.72543,2.69482,2.70283
2025-04-04,2.70352,2.7756,2.69925,2.75445
2025-04-07,2.75923,2.80908,2.75905,2.78903
2025-04-08,2.78805,2.81197,2.7705,2.80901
2025-04-09,2.80959,2.84228,2.75659,2.78557
2025-04-10,2.78735,2.84851,2.7717,2.84065
2025-04-11,2.84132,2.85079,2.81034,2.8229
2025-04-14,2.8245,2.83115,2.7929,2.79868
2025-04-15,2.79888,2.80924,2.78563,2.79642
2025-04-16,2.79683,2.82182,2.79367,2.81479
2025-04-17,2.81531,2.81757,2.77742,2.78516
2025-04-21,2.7928,2.81411,2.7893,2.79604
2025-04-22,2.79607,2.8014,2.76215,2.77045
2025-04-23,2.77194,2.7981,2.75169,2.79634
2025-04-24,2.79704,2.79811,2.76407,2.77265
2025-04-25,2.77182,2.78113,2.76372,2.77427
2025-04-28,2.76803,2.77922,2.75775,2.76439
2025-04-29,2.76326,2.77397,2.75433,2.76601
2025-04-30,2.76599,2.77228,2.74843,2.75605
2025-05-01,2.75728,2.75992,2.74424,2.75016
2025-05-02,2.75063,2.75989,2.74006,2.75116
2025-05-05,2.7545,2.76506,2.74665,2.75466
2025-05-06,2.75506,2.76202,2.72335,2.73125
2025-05-07,2.7314,2.74647,2.71977,2.74059
2025-05-08,2.74104,2.7573,2.73262,2.75328
2025-05-09,2.7531,2.76116,2.74917,2.75436
2025-05-12,2.74717,2.75353,2.72688,2.73537
2025-05-13,2.73638,2.73788,2.71599,2.73357
2025-05-14,2.73345,2.74598,2.72158,2.74202
2025-05-15,2.74233,2.75584,2.73972,2.74481
2025-05-16,2.74568,2.74876,2.71433,2.71753
2025-05-19,2.71975,2.73358,2.70754,2.72816
2025-05-20,2.72928,2.73461,2.71478,2.73065
2025-05-21,2.73104,2.7367,2.70141,2.71849
2025-05-22,2.7185,2.71961,2.70288,2.70983
2025-05-23,2.71024,2.71054,2.69089,2.6948
2025-05-26,2.69883,2.71509,2.69473,2.70996
2025-05-27,2.71093,2.71283,2.70197,2.71043
2025-05-28,2.71064,2.71519,2.70358,2.71264
2025-05-29,2.7117,2.71887,2.69882,2.71456
2025-05-30,2.71443,2.73167,2.70804,2.72746
2025-06-02,2.71407,2.72545,2.70036,2.70986
2025-06-03,2.71079,2.71356,2.69167,2.70478
2025-06-04,2.70591,2.70618,2.68509,2.69927
2025-06-05,2.69842,2.70042,2.68493,2.69302
2025-06-06,2.69307,2.69509,2.68436,2.68572
2025-06-09,2.688,2.69724,2.68391,2.69266
2025-06-10,2.69306,2.71598,2.68689,2.71187
2025-06-11,2.71341,2.72725,2.7035,2.72183
2025-06-12,2.72116,2.72368,2.69395,2.69723
2025-06-13,2.69773,2.70214,2.67435,2.67614
2025-06-16,2.68234,2.69322,2.67614,2.68467
2025-06-17,2.68488,2.68533,2.66772,2.66881
2025-06-18,2.66885,2.68605,2.66723,2.67983
2025-06-19,2.68008,2.70912,2.67628,2.69931
2025-06-20,2.69962,2.73455,2.69653,2.72935
2025-06-23,2.71656,2.73609,2.71417,2.73415
2025-06-24,2.73404,2.76642,2.72796,2.76484
2025-06-25,2.7652,2.78105,2.75719,2.77886
2025-06-26,2.77864,2.78867,2.77354,2.7778
2025-06-27,2.77847,2.78858,2.77468,2.78583
2025-06-30,2.78359,2.80397,2.77935,2.79784
2025-07-01,2.79749,2.80208,2.78713,2.79627
2025-07-02,2.79703,2.80011,2.78149,2.78565
2025-07-03,2.78663,2.79768,2.78379,2.7888
2025-07-04,2.78862,2.79927,2.78573,2.79636
2025-07-07,2.7948,2.80352,2.78416,2.7917
2025-07-08,2.791,2.79384,2.78151,2.79009
2025-07-09,2.79026,2.7956,2.7823,2.78956
2025-07-10,2.78987,2.79153,2.77002,2.77285
2025-07-11,2.77305,2.78303,2.77041,2.77936
2025-07-14,2.77496,2.78346,2.76912,2.77955
2025-07-15,2.78076,2.79424,2.77797,2.79121
2025-07-16,2.7912,2.8108,2.7891,2.80116
2025-07-17,2.79982,2.81591,2.79964,2.80565
2025-07-18,2.80543,2.80896,2.77911,2.7874
2025-07-21,2.78641,2.80304,2.78281,2.7987
2025-07-22,2.79876,2.80686,2.78283,2.78466
2025-07-23,2.78609,2.79832,2.77427,2.79675
2025-07-24,2.79684,2.7999,2.78741,2.79427
2025-07-25,2.79464,2.81161,2.79319,2.80901
2025-07-28,2.79913,2.809,2.77072,2.77327
2025-07-29,2.77518,2.77671,2.75029,2.75421
2025-07-30,2.75406,2.76173,2.7473,2.75666
2025-07-31,2.75571,2.76716,2.74997,2.75868
2025-08-01,2.75853,2.78019,2.75443,2.77856
2025-08-04,2.77951,2.78341,2.77175,2.77931
2025-08-05,2.77917,2.7809,2.76875,2.77487
2025-08-06,2.77483,2.78194,2.76587,2.77884
2025-08-07,2.77881,2.80532,2.77413,2.80219
2025-08-08,2.80196,2.82403,2.80008,2.82182
2025-08-11,2.81866,2.82361,2.78765,2.79273
2025-08-12,2.79331,2.80662,2.78688,2.80413
2025-08-13,2.80469,2.81111,2.79978,2.80634
2025-08-14,2.80592,2.80689,2.78559,2.79445
2025-08-15,2.79521,2.80325,2.7872,2.80196
2025-08-18,2.79631,2.80667,2.7942,2.79891
2025-08-19,2.79981,2.82428,2.79711,2.82175
2025-08-20,2.82175,2.82257,2.80358,2.80764
2025-08-21,2.80746,2.81014,2.77416,2.77784
2025-08-22,2.77945,2.78552,2.76264,2.76494
2025-08-25,2.77124,2.77563,2.76057,2.76118
2025-08-26,2.76145,2.77988,2.76028,2.77038
2025-08-27,2.77054,2.77155,2.7473,2.75174
2025-08-28,2.75154,2.76053,2.74846,2.7589
2025-08-29,2.75974,2.76151,2.74821,2.75868
2025-09-01,2.76219,2.76366,2.74438,2.74726
2025-09-02,2.74731,2.75092,2.72657,2.7414
2025-09-03,2.74127,2.75637,2.73588,2.75336
2025-09-04,2.75338,2.77105,2.75036,2.76536
2025-09-05,2.76473,2.77425,2.7594,2.77074
2025-09-08,2.75932,2.76733,2.75092,2.76372
2025-09-09,2.76194,2.76936,2.74761,2.75156
2025-09-10,2.75202,2.7531,2.71931,2.72709
2025-09-11,2.72756,2.73068,2.71636,2.71981
2025-09-12,2.72138,2.73007,2.71656,2.71937
2025-09-15,2.72477,2.72742,2.7132,2.72231
2025-09-16,2.72257,2.73374,2.71957,2.72687
2025-09-17,2.72624,2.73718,2.72303,2.7286
2025-09-18,2.72852,2.73845,2.71749,2.73418
2025-09-19,2.73469,2.74403,2.72826,2.74101
2025-09-22,2.72578,2.75323,2.72549,2.74835
2025-09-23,2.74916,2.75384,2.73694,2.743
2025-09-24,2.74251,2.74471,2.73236,2.73491
2025-09-25,2.73535,2.74626,2.73078,2.73318
2025-09-26,2.732,2.75148,2.7307,2.73491
2025-09-29,2.73568,2.74316,2.73221,2.74097
2025-09-30,2.74129,2.75323,2.73808,2.74593
2025-10-01,2.74664,2.75155,2.72966,2.73282
2025-10-02,2.73247,2.75205,2.72694,2.74885
2025-10-03,2.74765,2.75061,2.74057,2.74548
2025-10-06,2.7472,2.75364,2.72807,2.73172
2025-10-07,2.73112,2.73679,2.72435,2.73234
2025-10-08,2.73208,2.73687,2.72107,2.72733
2025-10-09,2.7277,2.73721,2.72639,2.73396
2025-10-10,2.73509,2.75947,2.73317,2.75794
