Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2021-10-13,2.15321,2.15993,2.14792,2.15296
2021-10-14,2.15298,2.15387,2.13494,2.14587
2021-10-15,2.14588,2.14659,2.1337,2.14044
2021-10-18,2.14216,2.14938,2.12584,2.13298
2021-10-19,2.13274,2.13779,2.11754,2.1193
2021-10-20,2.11933,2.13422,2.10999,2.11863
2021-10-21,2.1187,2.12018,2.10377,2.11109
2021-10-22,2.1111,2.11681,2.10293,2.11565
2021-10-25,2.11483,2.1169,2.09906,2.10126
2021-10-26,2.10129,2.10813,2.09838,2.10474
2021-10-27,2.10556,2.11975,2.08455,2.11425
2021-10-28,2.11419,2.11925,2.10073,2.10725
2021-10-29,2.10677,2.12218,2.10457,2.11712
2021-11-01,2.11742,2.12272,2.10414,2.1163
2021-11-02,2.1162,2.14474,2.11146,2.14369
2021-11-03,2.14346,2.15999,2.13875,2.15349
2021-11-04,2.15351,2.15478,2.13761,2.14775
2021-11-05,2.14791,2.15844,2.14129,2.15235
2021-11-08,2.14921,2.15618,2.14366,2.14376
2021-11-09,2.14372,2.15191,2.13725,2.14887
2021-11-10,2.14867,2.15609,2.1384,2.1543
2021-11-11,2.15426,2.15716,2.14049,2.1446
2021-11-12,2.14453,2.14783,2.13683,2.14435
2021-11-15,2.1435,2.14959,2.13257,2.13432
2021-11-16,2.13417,2.13716,2.11738,2.12708
2021-11-17,2.12821,2.13207,2.11423,2.12193
2021-11-18,2.12191,2.14847,2.11617,2.14402
2021-11-19,2.14418,2.15415,2.13397,2.14505
2021-11-22,2.14568,2.15053,2.12814,2.13401
2021-11-23,2.1341,2.14428,2.12648,2.13034
2021-11-24,2.13063,2.15012,2.1269,2.14703
2021-11-25,2.14696,2.15778,2.14179,2.14808
2021-11-26,2.14849,2.187,2.14794,2.17975
2021-11-29,2.16941,2.18812,2.1612,2.17515
2021-11-30,2.17525,2.21059,2.17387,2.19965
2021-12-01,2.20097,2.23436,2.19423,2.22672
2021-12-02,2.22693,2.24901,2.21945,2.23701
2021-12-03,2.23816,2.26067,2.22507,2.25698
2021-12-06,2.25794,2.25948,2.2291,2.23552
2021-12-07,2.23561,2.23608,2.21438,2.21881
2021-12-08,2.21902,2.23795,2.17916,2.18343
2021-12-09,2.18343,2.21608,2.17973,2.20796
2021-12-10,2.20797,2.21103,2.18991,2.19076
2021-12-13,2.19384,2.21078,2.18481,2.20214
2021-12-14,2.20251,2.22264,2.19592,2.21401
2021-12-15,2.21401,2.22632,2.19509,2.20115
2021-12-16,2.19946,2.20704,2.18361,2.1983
2021-12-17,2.19795,2.2063,2.18588,2.19415
2021-12-20,2.19367,2.21567,2.19312,2.20506
2021-12-21,2.20516,2.20882,2.1803,2.1875
2021-12-22,2.18745,2.18804,2.16516,2.17254
2021-12-23,2.17269,2.17299,2.156,2.16153
2021-12-24,2.16153,2.17196,2.15693,2.16634
2021-12-27,2.17521,2.18525,2.1631,2.17161
2021-12-28,2.17274,2.18154,2.1609,2.16341
2021-12-29,2.16348,2.21554,2.16153,2.17666
2021-12-30,2.17576,2.17669,2.16479,2.17424
2021-12-31,2.17423,2.1891,2.16805,2.18455
2022-01-03,2.18207,2.19374,2.17599,2.19014
2022-01-04,2.19104,2.19447,2.18343,2.19273
2022-01-05,2.19304,2.19481,2.18045,2.1885
2022-01-06,2.1884,2.21135,2.18837,2.20756
2022-01-07,2.20766,2.21488,2.19708,2.20809
2022-01-10,2.20906,2.21752,2.19749,2.21417
2022-01-11,2.21416,2.21433,2.19627,2.20091
2022-01-12,2.20115,2.20154,2.18497,2.19217
2022-01-13,2.19222,2.2038,2.18658,2.19697
2022-01-14,2.19739,2.2168,2.18781,2.2056
2022-01-17,2.2062,2.20935,2.19792,2.19933
2022-01-18,2.20048,2.21184,2.19547,2.20061
2022-01-19,2.20016,2.20501,2.19159,2.19941
2022-01-20,2.20098,2.21176,2.19419,2.20929
2022-01-21,2.211,2.23665,2.20591,2.22791
2022-01-24,2.22456,2.23807,2.22049,2.2279
2022-01-25,2.2279,2.2346,2.19816,2.20163
2022-01-26,2.20113,2.20865,2.18217,2.19398
2022-01-27,2.1938,2.2051,2.18386,2.18557
2022-01-28,2.18573,2.20476,2.17892,2.18116
2022-01-31,2.18738,2.18984,2.17295,2.18464
2022-02-01,2.18456,2.18529,2.17105,2.17849
2022-02-02,2.17819,2.1946,2.176,2.19249
2022-02-03,2.19245,2.20743,2.18941,2.19449
2022-02-04,2.19457,2.21418,2.19222,2.20441
2022-02-07,2.20576,2.22182,2.20138,2.21433
2022-02-08,2.21413,2.22912,2.20925,2.22695
2022-02-09,2.227,2.24498,2.22219,2.23809
2022-02-10,2.23836,2.25027,2.22752,2.23374
2022-02-11,2.2337,2.23996,2.19596,2.20376
2022-02-14,2.19915,2.22182,2.19757,2.21091
2022-02-15,2.20951,2.25395,2.20562,2.24891
2022-02-16,2.24893,2.26157,2.24119,2.24372
2022-02-17,2.24363,2.25146,2.23725,2.23991
2022-02-18,2.2397,2.2516,2.23368,2.24621
2022-02-21,2.2462,2.25668,2.24021,2.2433
2022-02-22,2.24266,2.24555,2.21062,2.21739
2022-02-23,2.21696,2.21903,2.19145,2.19209
2022-02-24,2.19171,2.19807,2.13503,2.16585
2022-02-25,2.16592,2.16913,2.13924,2.1459
2022-02-28,2.14015,2.14242,2.09906,2.10256
2022-03-01,2.10252,2.1097,2.05007,2.0877
2022-03-02,2.08695,2.08812,2.04615,2.07508
2022-03-03,2.075,2.07678,2.04555,2.04716
2022-03-04,2.04636,2.0506,1.99171,1.99703
2022-03-07,1.99628,1.9968,1.95578,1.97228
2022-03-08,1.97208,2.01558,1.96689,1.99578
2022-03-09,1.99602,2.07353,1.99307,2.06649
2022-03-10,2.06436,2.07055,2.03808,2.05905
2022-03-11,2.05984,2.06153,2.03651,2.05464
2022-03-14,2.05031,2.09779,2.04879,2.0874
2022-03-15,2.09019,2.11327,2.07882,2.09826
2022-03-16,2.09851,2.11106,2.08255,2.10326
2022-03-17,2.10367,2.11089,2.07946,2.08285
2022-03-18,2.08277,2.08468,2.04695,2.05033
2022-03-21,2.04895,2.06678,2.04792,2.05172
2022-03-22,2.05178,2.07058,2.04571,2.06527
2022-03-23,2.06509,2.06818,2.02221,2.02239
2022-03-24,2.02168,2.02427,1.99073,1.99759
2022-03-25,1.9977,2.02094,1.99593,2.01897
2022-03-28,2.01794,2.04309,1.99879,2.04016
2022-03-29,2.04025,2.08104,2.02192,2.06837
2022-03-30,2.06871,2.07645,2.05434,2.0613
2022-03-31,2.06082,2.10021,2.0585,2.09085
2022-04-01,2.09093,2.10052,2.07495,2.08567
2022-04-04,2.08144,2.08568,2.05215,2.07353
2022-04-05,2.06978,2.07187,2.04439,2.05724
2022-04-06,2.05719,2.07301,2.04959,2.05688
2022-04-07,2.05666,2.07367,2.05598,2.06688
2022-04-08,2.06737,2.06774,2.035,2.04347
2022-04-11,2.04234,2.06816,2.04096,2.05475
2022-04-12,2.05502,2.06309,2.04359,2.0524
2022-04-13,2.05282,2.06766,2.04593,2.05278
2022-04-14,2.05344,2.06051,2.04274,2.04782
2022-04-18,2.05447,2.07141,2.05111,2.06665
2022-04-19,2.06663,2.0704,2.04357,2.05377
2022-04-20,2.05389,2.0668,2.04697,2.06079
2022-04-21,2.06167,2.08258,2.05489,2.07638
2022-04-22,2.07699,2.08619,2.07231,2.07682
2022-04-25,2.07855,2.11046,2.07346,2.10142
2022-04-26,2.10307,2.11874,2.07691,2.08716
2022-04-27,2.08634,2.10189,2.07464,2.09598
2022-04-28,2.09544,2.11652,2.08213,2.1062
2022-04-29,2.10658,2.11906,2.08372,2.11707
2022-05-02,2.11244,2.13292,2.10892,2.11463
2022-05-03,2.11445,2.11729,2.10279,2.10768
2022-05-04,2.10822,2.12646,2.1025,2.11233
2022-05-05,2.11255,2.13715,2.09646,2.13251
2022-05-06,2.13292,2.14461,2.11609,2.12359
2022-05-09,2.12828,2.17974,2.1245,2.17726
2022-05-10,2.17753,2.19379,2.16728,2.18934
2022-05-11,2.1893,2.20332,2.17004,2.19392
2022-05-12,2.19434,2.20975,2.19057,2.19692
2022-05-13,2.19883,2.19947,2.16776,2.16849
2022-05-16,2.17395,2.20019,2.17039,2.19081
2022-05-17,2.19078,2.19904,2.17178,2.194
2022-05-18,2.19389,2.23687,2.1885,2.23092
2022-05-19,2.23144,2.23467,2.19977,2.20614
2022-05-20,2.2062,2.23158,2.20121,2.22324
2022-05-23,2.22941,2.2319,2.20871,2.22676
2022-05-24,2.22689,2.24357,2.22455,2.23403
2022-05-25,2.23482,2.23621,2.21991,2.22438
2022-05-26,2.22415,2.23178,2.21727,2.22271
2022-05-27,2.22233,2.22992,2.21143,2.22323
2022-05-30,2.21685,2.22506,2.20548,2.2127
2022-05-31,2.21277,2.21833,2.19005,2.19531
2022-06-01,2.19507,2.20099,2.18372,2.1972
2022-06-02,2.1983,2.21574,2.1945,2.20309
2022-06-03,2.20255,2.20799,2.19547,2.20532
2022-06-06,2.20405,2.20934,2.19111,2.19471
2022-06-07,2.19493,2.22749,2.19414,2.2141
2022-06-08,2.21486,2.22176,2.20624,2.21362
2022-06-09,2.21256,2.22448,2.20504,2.21256
2022-06-10,2.21293,2.21536,2.20126,2.21158
2022-06-13,2.21273,2.22777,2.21104,2.21768
2022-06-14,2.21843,2.24677,2.21255,2.2451
2022-06-15,2.24171,2.24777,2.22037,2.2272
2022-06-16,2.22779,2.23861,2.21357,2.2174
2022-06-17,2.21693,2.24638,2.21446,2.24587
2022-06-20,2.23599,2.24799,2.22952,2.24197
2022-06-21,2.23858,2.24212,2.22179,2.23643
2022-06-22,2.23662,2.25574,2.22307,2.23075
2022-06-23,2.23138,2.239,2.21651,2.23482
2022-06-24,2.23321,2.23399,2.20436,2.2185
2022-06-27,2.22039,2.2337,2.20835,2.2125
2022-06-28,2.21278,2.21397,2.19803,2.20183
2022-06-29,2.20129,2.22285,2.19661,2.21369
2022-06-30,2.21602,2.22869,2.19202,2.20021
2022-07-01,2.19927,2.21188,2.19328,2.20896
2022-07-04,2.20752,2.21644,2.1736,2.18058
2022-07-05,2.18056,2.18713,2.16336,2.17417
2022-07-06,2.17404,2.18362,2.14308,2.16145
2022-07-07,2.16203,2.16817,2.13895,2.14293
2022-07-08,2.14387,2.17175,2.13244,2.14967
2022-07-11,2.14858,2.15932,2.13047,2.13318
2022-07-12,2.13359,2.1398,2.11423,2.13773
2022-07-13,2.13939,2.14029,2.11956,2.1226
2022-07-14,2.12258,2.14625,2.1174,2.12724
2022-07-15,2.12786,2.15335,2.12621,2.14413
2022-07-18,2.15545,2.15659,2.13119,2.13782
2022-07-19,2.13791,2.14992,2.1271,2.13233
2022-07-20,2.13268,2.13912,2.11728,2.13238
2022-07-21,2.13244,2.14325,2.12613,2.13411
2022-07-22,2.13403,2.14687,2.12489,2.13801
2022-07-25,2.14339,2.15079,2.12628,2.12923
2022-07-26,2.12945,2.13285,2.10077,2.10453
2022-07-27,2.10459,2.10668,2.07054,2.08491
2022-07-28,2.0854,2.09163,2.05817,2.08361
2022-07-29,2.0824,2.10462,2.0794,2.08453
2022-08-01,2.08356,2.09856,2.07924,2.09596
2022-08-02,2.0956,2.11302,2.09448,2.09749
2022-08-03,2.09724,2.10903,2.09509,2.10419
2022-08-04,2.10301,2.11852,2.0882,2.11672
2022-08-05,2.11771,2.1277,2.11273,2.11905
2022-08-08,2.11959,2.1501,2.10619,2.11782
2022-08-09,2.11812,2.11812,2.10744,2.11575
2022-08-10,2.11554,2.11665,2.09415,2.09748
2022-08-11,2.09699,2.1049,2.09153,2.09947
2022-08-12,2.09914,2.1106,2.09095,2.10729
2022-08-15,2.10739,2.11494,2.09845,2.10033
2022-08-16,2.09745,2.11236,2.09193,2.10327
2022-08-17,2.10579,2.10975,2.08978,2.09864
2022-08-18,2.09859,2.10735,2.07487,2.0789
2022-08-19,2.07823,2.08164,2.06834,2.07335
2022-08-22,2.07276,2.07684,2.04907,2.05154
2022-08-23,2.05065,2.05461,2.02661,2.02998
2022-08-24,2.03122,2.04499,2.01222,2.02784
2022-08-25,2.02739,2.04049,2.01989,2.0321
2022-08-26,2.03201,2.05383,2.03006,2.05126
2022-08-29,2.05068,2.0668,2.04415,2.05842
2022-08-30,2.05832,2.08363,2.0535,2.0806
2022-08-31,2.08082,2.11602,2.07352,2.11434
2022-09-01,2.1147,2.13574,2.11365,2.12069
2022-09-02,2.12054,2.13053,2.10875,2.11263
2022-09-05,2.11645,2.11774,2.08985,2.09653
2022-09-06,2.09659,2.10484,2.08901,2.10102
2022-09-07,2.1008,2.1276,2.09778,2.12169
2022-09-08,2.11948,2.13904,2.11541,2.13146
2022-09-09,2.13147,2.13916,2.10737,2.12279
2022-09-12,2.11591,2.13045,2.11206,2.12223
2022-09-13,2.12231,2.13823,2.11441,2.13758
2022-09-14,2.13782,2.14504,2.13158,2.13469
2022-09-15,2.13453,2.15347,2.13288,2.15274
2022-09-16,2.15225,2.17198,2.14936,2.16509
2022-09-19,2.16459,2.18855,2.16211,2.17463
2022-09-20,2.17457,2.18313,2.1667,2.17983
2022-09-21,2.17994,2.18173,2.12569,2.12881
2022-09-22,2.12912,2.15612,2.12174,2.15368
2022-09-23,2.15349,2.17366,2.14488,2.16036
2022-09-26,2.16711,2.19418,2.15065,2.18704
2022-09-27,2.18699,2.18798,2.16341,2.16822
2022-09-28,2.16782,2.17951,2.15215,2.1589
2022-09-29,2.15872,2.16971,2.13616,2.16278
2022-09-30,2.16424,2.20738,2.148,2.19617
2022-10-03,2.20243,2.21429,2.16302,2.16394
2022-10-04,2.16255,2.19175,2.16255,2.16563
2022-10-05,2.16563,2.18937,2.1502,2.15271
2022-10-06,2.15256,2.15993,2.14186,2.14813
2022-10-07,2.14966,2.16414,2.14448,2.1475
2022-10-10,2.14803,2.15375,2.12139,2.13115
2022-10-11,2.12914,2.15945,2.12914,2.15259
2022-10-12,2.15204,2.15957,2.12873,2.15619
2022-10-13,2.15539,2.16131,2.13724,2.1554
2022-10-14,2.1536,2.16496,2.13212,2.16144
2022-10-17,2.15892,2.16524,2.13902,2.16082
2022-10-18,2.16133,2.18025,2.14899,2.1736
2022-10-19,2.17304,2.17574,2.14543,2.1583
2022-10-20,2.15716,2.19057,2.15489,2.18082
2022-10-21,2.18119,2.19471,2.16611,2.16812
2022-10-24,2.17052,2.18213,2.16118,2.17095
2022-10-25,2.17108,2.17922,2.16395,2.17316
2022-10-26,2.17335,2.18769,2.16693,2.17919
2022-10-27,2.17862,2.18216,2.1641,2.16944
2022-10-28,2.16906,2.18755,2.16516,2.18327
2022-10-31,2.17637,2.18896,2.174,2.17844
2022-11-01,2.17844,2.17899,2.16154,2.17501
2022-11-02,2.175,2.18774,2.16357,2.18215
2022-11-03,2.18199,2.20238,2.1761,2.19548
2022-11-04,2.19553,2.19859,2.16593,2.17632
2022-11-07,2.172,2.19525,2.16809,2.19215
2022-11-08,2.1923,2.20342,2.18603,2.19758
2022-11-09,2.19823,2.21023,2.19154,2.20583
2022-11-10,2.20583,2.21094,2.19102,2.19885
2022-11-11,2.19845,2.2047,2.18219,2.19516
2022-11-14,2.19319,2.2073,2.1847,2.2
2022-11-15,2.19828,2.2091,2.17606,2.18445
2022-11-16,2.18449,2.22313,2.16591,2.21176
2022-11-17,2.21094,2.23648,2.20982,2.23131
2022-11-18,2.23123,2.2419,2.22322,2.23999
2022-11-21,2.23571,2.24643,2.22381,2.23734
2022-11-22,2.23731,2.23878,2.21215,2.21521
2022-11-23,2.21514,2.21713,2.19583,2.20312
2022-11-24,2.20344,2.20909,2.1932,2.19672
2022-11-25,2.19665,2.20217,2.18822,2.18977
2022-11-28,2.19257,2.21965,2.18885,2.21009
2022-11-29,2.20998,2.21495,2.20145,2.20879
2022-11-30,2.20923,2.21723,2.18714,2.19339
2022-12-01,2.1934,2.19562,2.17418,2.18197
2022-12-02,2.18204,2.20561,2.18146,2.20227
2022-12-05,2.19773,2.22178,2.19384,2.21744
2022-12-06,2.21722,2.24046,2.20835,2.22939
2022-12-07,2.22942,2.24924,2.22174,2.23816
2022-12-08,2.23796,2.24973,2.23412,2.246
2022-12-09,2.24557,2.25349,2.23638,2.24378
2022-12-12,2.24486,2.25659,2.23734,2.24399
2022-12-13,2.24373,2.24583,2.20544,2.21346
2022-12-14,2.2137,2.24909,2.2077,2.21774
2022-12-15,2.21682,2.23768,2.21462,2.23456
2022-12-16,2.23283,2.24492,2.22933,2.23586
2022-12-19,2.23313,2.24655,2.22562,2.24007
2022-12-20,2.24014,2.25338,2.23669,2.24837
2022-12-21,2.24798,2.25073,2.23317,2.23653
2022-12-22,2.23641,2.28307,2.23001,2.26896
2022-12-23,2.25827,2.26535,2.24827,2.25845
2022-12-27,2.25282,2.2562,2.22461,2.23416
2022-12-28,2.23408,2.24213,2.21817,2.24088
2022-12-29,2.24106,2.25795,2.23732,2.2547
2022-12-30,2.25492,2.25915,2.23532,2.23686
2023-01-02,2.23716,2.25634,2.23506,2.2523
2023-01-03,2.25098,2.278,2.23493,2.27725
2023-01-04,2.27822,2.30373,2.26623,2.29406
2023-01-05,2.29363,2.31148,2.28368,2.30139
2023-01-06,2.30139,2.30552,2.25826,2.27258
2023-01-09,2.27361,2.27516,2.24601,2.2672
2023-01-10,2.26673,2.29001,2.25931,2.28735
2023-01-11,2.28747,2.30117,2.28306,2.29667
2023-01-12,2.29678,2.30141,2.28189,2.28799
2023-01-13,2.2879,2.29145,2.27237,2.27461
2023-01-16,2.27942,2.28911,2.27181,2.28693
2023-01-17,2.28804,2.29212,2.26418,2.27666
2023-01-18,2.27666,2.27738,2.2559,2.265
2023-01-19,2.26537,2.28752,2.25627,2.26981
2023-01-20,2.26986,2.27952,2.26919,2.27618
2023-01-23,2.27728,2.28162,2.25857,2.26576
2023-01-24,2.26618,2.28193,2.26161,2.27845
2023-01-25,2.27846,2.29874,2.27263,2.29298
2023-01-26,2.29322,2.29538,2.27432,2.28347
2023-01-27,2.28376,2.28867,2.278,2.28129
2023-01-30,2.27553,2.29994,2.27203,2.29929
2023-01-31,2.29726,2.31999,2.29353,2.30438
2023-02-01,2.3044,2.32496,2.29745,2.3158
2023-02-02,2.31591,2.34248,2.31084,2.33946
2023-02-03,2.337,2.34682,2.33309,2.33818
2023-02-06,2.34332,2.35069,2.33452,2.33758
2023-02-07,2.33844,2.34178,2.32612,2.33072
2023-02-08,2.33112,2.3374,2.31949,2.33332
2023-02-09,2.33394,2.33394,2.2869,2.29537
2023-02-10,2.29531,2.30346,2.26553,2.26713
2023-02-13,2.27124,2.27412,2.25756,2.26233
2023-02-14,2.26189,2.28979,2.25724,2.27811
2023-02-15,2.27826,2.29779,2.277,2.29361
2023-02-16,2.29392,2.29877,2.28048,2.29351
2023-02-17,2.29331,2.31407,2.2924,2.31215
2023-02-20,2.30828,2.31674,2.30248,2.31435
2023-02-21,2.3143,2.3149,2.30123,2.30983
2023-02-22,2.30991,2.31767,2.30403,2.30998
2023-02-23,2.30993,2.31486,2.30258,2.31041
2023-02-24,2.30947,2.32623,2.30904,2.32163
2023-02-27,2.31886,2.32907,2.31667,2.32735
2023-02-28,2.32597,2.33677,2.32072,2.33604
2023-03-01,2.33407,2.38108,2.32501,2.37258
2023-03-02,2.37185,2.37643,2.3507,2.35342
2023-03-03,2.35416,2.35854,2.34579,2.34699
2023-03-06,2.3502,2.37633,2.34505,2.37064
2023-03-07,2.37053,2.40764,2.36923,2.40457
2023-03-08,2.40336,2.41107,2.38725,2.39838
2023-03-09,2.3984,2.40979,2.39716,2.40421
2023-03-10,2.40554,2.42447,2.40154,2.41682
2023-03-13,2.41596,2.43301,2.40516,2.41953
2023-03-14,2.41933,2.43321,2.39958,2.40569
2023-03-15,2.40522,2.42811,2.39629,2.42079
2023-03-16,2.42126,2.4435,2.41284,2.43048
2023-03-17,2.43008,2.43429,2.41231,2.42756
2023-03-20,2.42466,2.43769,2.41875,2.42622
2023-03-21,2.42618,2.43299,2.40274,2.42477
2023-03-22,2.42466,2.42809,2.40765,2.42274
2023-03-23,2.42276,2.42473,2.39304,2.40678
2023-03-24,2.40702,2.42028,2.39706,2.40552
2023-03-27,2.40862,2.4261,2.40471,2.41213
2023-03-28,2.41271,2.41917,2.39866,2.40109
2023-03-29,2.40087,2.4131,2.3996,2.40851
2023-03-30,2.40854,2.43038,2.40697,2.42453
2023-03-31,2.42475,2.44144,2.42026,2.4257
2023-04-03,2.41727,2.4185,2.39876,2.40102
2023-04-04,2.40126,2.41702,2.39655,2.41579
2023-04-05,2.41592,2.44125,2.41099,2.42755
2023-04-06,2.42879,2.43659,2.42146,2.43207
2023-04-10,2.44582,2.44874,2.43475,2.43762
2023-04-11,2.43773,2.47853,2.43246,2.47087
2023-04-12,2.47094,2.47384,2.4529,2.46682
2023-04-13,2.46749,2.4752,2.45116,2.45366
2023-04-14,2.45322,2.46423,2.44855,2.45718
2023-04-17,2.45578,2.4781,2.45315,2.47157
2023-04-18,2.47317,2.48986,2.47065,2.485
2023-04-19,2.48499,2.5106,2.47711,2.51005
2023-04-20,2.51077,2.52894,2.50874,2.52415
2023-04-21,2.52438,2.53989,2.51953,2.52165
2023-04-24,2.52103,2.53588,2.51984,2.52848
2023-04-25,2.52725,2.55424,2.52657,2.55112
2023-04-26,2.55137,2.5677,2.54266,2.5601
2023-04-27,2.55998,2.56495,2.54931,2.55834
2023-04-28,2.55877,2.58345,2.55587,2.56028
2023-05-01,2.5651,2.57258,2.54731,2.55862
2023-05-02,2.55856,2.60129,2.55602,2.60048
2023-05-03,2.60052,2.60182,2.58467,2.59189
2023-05-04,2.59196,2.59954,2.561,2.56645
2023-05-05,2.56676,2.56701,2.54148,2.54752
2023-05-08,2.54577,2.55028,2.52701,2.5335
2023-05-09,2.53351,2.55156,2.53021,2.54624
2023-05-10,2.54593,2.55635,2.53396,2.55319
2023-05-11,2.5534,2.57236,2.53808,2.56631
2023-05-12,2.56626,2.57834,2.56091,2.56597
2023-05-15,2.56249,2.5816,2.5558,2.55687
2023-05-16,2.55696,2.5982,2.55579,2.59716
2023-05-17,2.59549,2.60889,2.58087,2.58336
2023-05-18,2.58448,2.59215,2.57512,2.58723
2023-05-19,2.58658,2.59621,2.57307,2.58841
2023-05-22,2.58728,2.6216,2.58513,2.614
2023-05-23,2.61735,2.63703,2.61719,2.62821
2023-05-24,2.62791,2.64556,2.61234,2.61851
2023-05-25,2.61818,2.63483,2.60508,2.63224
2023-05-26,2.63244,2.63508,2.60415,2.62439
2023-05-29,2.62431,2.63879,2.62136,2.63085
2023-05-30,2.63107,2.67669,2.62278,2.64892
2023-05-31,2.65015,2.66023,2.61329,2.61397
2023-06-01,2.614,2.64105,2.60978,2.64105
2023-06-02,2.64191,2.64281,2.61674,2.62978
2023-06-05,2.62889,2.6471,2.61664,2.64227
2023-06-06,2.6417,2.6548,2.63263,2.64772
2023-06-07,2.64632,2.65702,2.63055,2.6328
2023-06-08,2.63266,2.63636,2.61458,2.62736
2023-06-09,2.62793,2.63284,2.59613,2.60598
2023-06-12,2.60366,2.62192,2.59625,2.61238
2023-06-13,2.61589,2.61863,2.56139,2.56699
2023-06-14,2.5671,2.60088,2.55654,2.59487
2023-06-15,2.59475,2.60418,2.55969,2.5795
2023-06-16,2.5795,2.59658,2.57185,2.58729
2023-06-19,2.58966,2.62707,2.5848,2.62659
2023-06-20,2.62666,2.64595,2.61847,2.63808
2023-06-21,2.63864,2.65371,2.63036,2.64283
2023-06-22,2.64261,2.64261,2.6023,2.63645
2023-06-23,2.63651,2.68379,2.63582,2.65778
2023-06-26,2.65775,2.66496,2.63084,2.63479
2023-06-27,2.63714,2.66119,2.62931,2.65363
2023-06-28,2.65266,2.66479,2.6183,2.62481
2023-06-29,2.62488,2.64968,2.61782,2.63885
2023-06-30,2.63853,2.64266,2.61839,2.64029
2023-07-03,2.64619,2.64674,2.6268,2.63496
2023-07-04,2.63603,2.63621,2.60775,2.60775
2023-07-05,2.60798,2.61976,2.59138,2.59682
2023-07-06,2.59682,2.62386,2.58579,2.61122
2023-07-07,2.61225,2.62152,2.60125,2.61597
2023-07-10,2.61822,2.63174,2.58898,2.59418
2023-07-11,2.59429,2.59919,2.56209,2.57243
2023-07-12,2.5728,2.5728,2.5285,2.53466
2023-07-13,2.53427,2.5427,2.51064,2.5136
2023-07-14,2.51486,2.53517,2.50452,2.53517
2023-07-17,2.52608,2.54868,2.52248,2.54358
2023-07-18,2.54351,2.55482,2.53547,2.53722
2023-07-19,2.53848,2.55098,2.52008,2.52791
2023-07-20,2.52796,2.52986,2.49989,2.51258
2023-07-21,2.51264,2.51998,2.49845,2.51161
2023-07-24,2.50602,2.52202,2.49909,2.50721
2023-07-25,2.5069,2.52987,2.49334,2.51686
2023-07-26,2.51671,2.54494,2.50645,2.53894
2023-07-27,2.53894,2.53921,2.51089,2.52007
2023-07-28,2.52019,2.5477,2.51865,2.54744
2023-07-31,2.54407,2.55906,2.52637,2.53116
2023-08-01,2.53124,2.53945,2.51511,2.51515
2023-08-02,2.51629,2.53482,2.50694,2.5309
2023-08-03,2.53016,2.53407,2.50636,2.51713
2023-08-04,2.51779,2.52345,2.50553,2.51756
2023-08-07,2.51513,2.529,2.5098,2.52225
2023-08-08,2.5224,2.54234,2.51855,2.52676
2023-08-09,2.52873,2.52915,2.50541,2.50923
2023-08-10,2.50991,2.55045,2.49972,2.54869
2023-08-11,2.54877,2.5858,2.54534,2.5746
2023-08-14,2.57553,2.58712,2.56107,2.57221
2023-08-15,2.57209,2.5731,2.54738,2.56555
2023-08-16,2.56521,2.58881,2.56395,2.57856
2023-08-17,2.5787,2.59542,2.56774,2.58209
2023-08-18,2.58114,2.59809,2.56779,2.59511
2023-08-21,2.59281,2.59959,2.57009,2.57683
2023-08-22,2.57753,2.59223,2.57327,2.57624
2023-08-23,2.58057,2.59222,2.5707,2.57626
2023-08-24,2.57612,2.59193,2.57294,2.58699
2023-08-25,2.58678,2.59462,2.5742,2.58281
2023-08-28,2.5856,2.60189,2.57746,2.59567
2023-08-29,2.59599,2.59735,2.57529,2.57817
2023-08-30,2.57818,2.5918,2.57202,2.59038
2023-08-31,2.59062,2.60022,2.57588,2.58156
2023-09-01,2.58245,2.58407,2.56388,2.57498
2023-09-04,2.57524,2.58095,2.56425,2.56605
2023-09-05,2.56597,2.58327,2.55288,2.56083
2023-09-06,2.56086,2.56767,2.50627,2.51875
2023-09-07,2.51843,2.52024,2.47386,2.47827
2023-09-08,2.47752,2.4904,2.46922,2.47615
2023-09-11,2.47815,2.48395,2.45512,2.46743
2023-09-12,2.46771,2.47109,2.43651,2.46282
2023-09-13,2.46287,2.49516,2.45173,2.48443
2023-09-14,2.48441,2.48825,2.46355,2.46825
2023-09-15,2.46782,2.48006,2.45776,2.47371
2023-09-18,2.47558,2.50101,2.47208,2.49234
2023-09-19,2.49239,2.49298,2.46501,2.47324
2023-09-20,2.47245,2.49529,2.46467,2.48789
2023-09-21,2.4878,2.50015,2.48342,2.49577
2023-09-22,2.49618,2.49634,2.48187,2.4882
2023-09-25,2.48593,2.49494,2.47935,2.4866
2023-09-26,2.48697,2.49323,2.4765,2.48483
2023-09-27,2.48484,2.489,2.4355,2.43977
2023-09-28,2.43986,2.44774,2.43076,2.44422
2023-09-29,2.44422,2.44973,2.42152,2.44945
2023-10-02,2.45023,2.46833,2.44206,2.4639
2023-10-03,2.46386,2.4879,2.4622,2.48019
2023-10-04,2.48068,2.51265,2.4722,2.51038
2023-10-05,2.51089,2.52475,2.50577,2.51542
2023-10-06,2.51508,2.53184,2.51202,2.52449
2023-10-09,2.52865,2.52889,2.49543,2.4957
2023-10-10,2.49619,2.52889,2.49225,2.52678
2023-10-11,2.52813,2.54975,2.52102,2.54493
